movie_id,kor_title,eng_title,release_date,rating_star,audiences,running_time,production,genre,country,rating_age,img_url,synopsis,star
20217104,희수,"The Train Passed by",20221215,6.5,0,74,"영화사 정원 ",드라마,한국,12세이상관람가,http://imgnews.naver.net/image/213/2021/10/05/0001196142_001_20211005175814740.jpg,"“희수야, 희수야? 너무 무리하는 거 아닌가 몰라. 어제도 주간치고 오늘 와 또 야간치노. 쉬엄쉬엄 해라, 몸 상한데이. 장갑 꼭 끼고 하고.”  “이제는 좀 쉬어도 되지 않겠어?”  “잘 살아 왔다. 잘 살아온 것임을 너 자신이 알고 우리 모두가 안다. 이제는 너를 위한 먼 여행을 떠나, 또 만나자.”  『스틸 컷, 희수』는 감독 감정원의 첫 장편독립영화 〈희수〉로부터 출발한다. 젊은 여성 노동자 희수는 대구 염색공단에서 일한다. 희수의 밤과 낮은 언제나 공단의 공기로 가득하다. 같은 공단에서 일하는 남자친구 학선과 동료가 그나마 작은 힘과 위로가 되어준다. 변화라고는 전혀 없을 무미건조한 공단의 삶 속에서도 희수는 여행을 꿈꾼다. 학선과 함께 먼 곳으로의 여행을 계획해 본다. 그러나 이 여행 조차도 기약되지 않은 채 미뤄진다. 결국 홀로 여행길에 오르는 희수. 그가 택한 곳은 대구에서 유난히 가닿기 힘든 강원도 묵호항이다. 공단의 공기와 소음과 어두운 빛이 없는 그곳에서도 희수는 노동을 이어가지만, 자신을 반추시키는 사람들을 만나며 삶을 되돌아본다. 학선은 뒤늦게 희수를 따라 여행길에 오르지만 희수를 만나지 못한다. 영화배우 공민정과 강길우가 각각 희수와 학선의 역을 맡았다.     『스틸 컷, 희수』는 영화 〈희수〉를 책의 언어로 재해석한 결과물이다. 영화에는 두 개의 시간대가 흐르는데, 책은 하나의 시간대를 추가했다. 총 세 개의 시간대가 책을 상중하로 가로지르며 영화를 다시 이야기한다. 하나는 희수의 관점에서, 다른 하나는 학선의 관점에서, 또 다른 하나는 그 둘의 관점에서. 영화에서 분절된 채 흘렀던 과거와 현재라는 시간 그리고 대구와 묵호항이라는 공간은 책에서 순차적으로 배열된다. 영화 속 뒤엉킨 시간들이 혼란스러웠을 관객들에게 책은 영화 속 주인공들이 걸어갔을 시간을 재정렬해서 보여준다. 그런 의미에서 이 책은 영화 〈희수〉에 대한 해설서이기도 하다. 감정원 감독이 섬세하고 미려하게 포착한 영화의 아름다운 장면들 또한 책에서는 보다 오래 음미할 수 있다.",0
20217121,낫아웃,"NOT OUT",20210603,7.7,0,107,이안필름,드라마,한국,15세이상관람가,https://img.extmovie.com/files/attach/images/135/246/920/065/e94160b2e4e3913de9d43f011d1cb0b5.jpg,"2016년 청룡기 대회 MVP, 홈런상, 타점상 등 3관왕 고교 야구선수가 그려낸 풋풋하고 감동적인 성장소설  실화를 바탕으로 한 현장감 넘치는 표현은  우리를 야구 경기장 한가운데로 초대한다!  『스트라이크 아웃 낫 아웃 - 끝날 때까지 끝난 게 아니다』는 남보다 늦은 나이인 중학교 2학년 때 신월중학교 야구부 테스트를 받고 입단하여 야구 선수가 된 강인규(개명 전 강준혁, 현 고려대학교 4학년)의 야구소설로 실화에 바탕을 두고 있다. 소설은 주인공 강파치가 고교야구를 시작하는 시점에서부터 졸업을 앞두고 마지막 청룡기 대회를 치르기까지의 파란만장한 성장기를 그리고 있다. 주인공은 슬럼프와 정신적 방황으로 한때 좌절하기도 하지만 결국 스스로 난관을 극복함으로써 한 단계 더 성숙한 모습을 보여준다. ‘꿈을 포기하지 않는다면 하고 싶은 일을 즐길 수 있다’라는 메시지를 전하며 청소년들에게 희망과 용기를 주는 성장소설이다. 무엇보다 실제 전국고교야구 팀들(소설에서는 가명 사용)과 자신의 이야기를 있는 그대로 그려내었기에 마치 관중석에서 실전 경기를 관람하는 듯 현장감과 생동감이 넘친다.   이 소설은 야구로 꿈을 키우는 청소년들의 성장 드라마이다. 우리 야구선수들과 야구 지도자들이 야구로 성공하기 위해 얼마나 절실히 애쓰고 노력하는지를 보여주고 싶었다. 그 과정에서 어쩔 수 없이 자신의 꿈을 포기하고 다른 길을 가야만 했던 동료들과 그들의 아픔도 같이 담아냈다. 내가 직접 또는 간접으로 경험한 일들이 이 책의 소중한 소재가 되었다. 소설에 등장하는 선수들은 야구를 사랑하는 내 소중한 동료들의 열정과 꿈, 그리고 좌절의 아픔을 대변하는 전형적 인물들이다. 그들이 밑바닥에서부터 발버둥 치며 성장해나가는 과정을 보며, 한 번쯤 이들과 같은 고민을 해보았을 많은 독자가 작게나마 즐거움과 감동을 얻을 수 있으면 좋겠다. - 작가의 말 중에서",0
20217123,복지식당,Awoke,20220414,7.7,0,96,제주에스엘(주),드라마,한국,12세이상관람가,http://imgnews.naver.net/image/5610/2022/02/25/0000113835_001_20220225104207279.jpg,"2022 전국 급식업체 주소록 CD : CD롬 1장  전국 위탁급식소, 집단급식소, 공공기관급식소, 병원급식소, 사회복지시설급식소, 어린이집급식소, 산업체급식소, 기업체급식소, 학교급식소, 직원식당 약 5만 7천건 주소록이 수록되어 있다. 급식업체 주소록은 지역별 엑셀 저장이 가능하며, DM 라벨인쇄 기능을 탑재하고 있다.",0
20217124,"성적표의 김민영","Kim Min-young of the Report Card",20220908,8.3,0,96,탁구필름,드라마,한국,전체관람가,https://img.theqoo.net/img/rjGti.jpg,"앞으로 뭘 하든 그때 우리 같았으면 좋겠어. 〈우리들〉 〈벌새〉 〈남매의 여름밤〉을 잇는 독립영화계의 새로운 물결 2022년 가장 주목받은 반짝이는 독립영화, 〈성적표의 김민영〉을 책으로 만난다!  전주국제영화제, 서울국제여성영화제, 평창국제평화영화제, 로테르담국제영화제, 마르델플라타국제영화제 등 국내외 유수의 영화제에서 수상하고 주목받으며 새로운 세대의 등장을 알린 영화, 〈성적표의 김민영〉을 책으로 만난다.  이재은·임지선, 두 신인 감독이 공동 연출한 〈성적표의 김민영〉은 열아홉에서 스물, 삶의 궤적이 가장 급변하는 서툴고 예민한 그 시기를 함께 통과하고 있는 두 친구의 미묘한 우정을 그리는 영화다. 그 시절을 건너 온 사람이라면 누구나 공감할 수 있는 감정을 자극적인 사건 없이도 정교하게 담아내는 〈성적표의 김민영〉은 독특한 리듬과 유머 감각, 새롭고 통통 튀는 현대적 화법, “고요한 열기와 청정한 패기가 공존하는 듯한” 신선한 연출로 언론과 평단의 극찬을 받았다. 〈성적표의 김민영〉 각본집에는 영화에선 아쉽게 편집된 미공개 시나리오를 비롯, 저마다의 시선으로 영화 속 장면들을 섬세하게 포착하는 비평 다섯 편과, ‘정희’와 ‘민영’을 연기한 배우 김주아와 윤아정의 에세이가 수록되어 작품 안팎으로 풍성한 이해를 돕는다. 영화의 인물들을 소재로 두 감독이 나눈 대담에선 〈성적표의 김민영〉의 제작 비하인드는 물론, 어쩔 수 없는 ‘한국인’으로서의 진솔한 경험과 고민 들을 읽을 수 있다.   〈성적표의 김민영〉은 이상한 상실과 기대의 시간이 주는 정서를 아름답게 포착한다. 그리고 그 정서와 접속하면 이 영화를 몹시 좋아하지 않기란 힘들 것 같다. 잘 호명되지 않던 스산한 삶의 한 시기, 그 공기를 그려 준 두 감독에게 감사하다. - 〈벌새〉, 김보라 감독",0
20217126,"첫번째 아이","First Child",20221110,6.5,0,93,화원,드라마,한국,12세이상관람가,http://imgnews.naver.net/image/5353/2022/10/29/0000851796_001_20221029105602059.jpg,"“그 집 아이들은 어떻게 일찍 일어나요?” 억지로 깨우지 않아도 알아서 척척! 아이에게 기다려지는 아침을 선물하는 온 가족 미라클 모닝 실천법  아침을 잃어버리고 허둥지둥하고 있는 모든 부모와 아이에게 기다려지는 아침을 만들어주는 가장 실용적인 미라클 모닝 실천 가이드! 2016년 출간 이후 정주행과 역주행을 거듭하고 있는 베스트셀러 《미라클 모닝》은 한국은 물론 전 세계에서 다양한 연령대의 미라클 모닝 실천가들을 양성하고 있다. 게다가 그렇게 탄생한 수많은 미라클 모닝 실천가들은 그들이 행복을 성취한 방법을 주변의 소중한 사람들과 공유하며 이른바 ‘갓생’으로 이끌고 있다. 초등학생 두 아이의 엄마 아빠로 하루 두 번 5시를 만나고 있는 《우리 아이 첫 번째 습관 공부》의 저자들 또한 열정적인 미라클 모닝 실천가의 전형이다. 이 책에는 일과 육아에 치여 잃어버렸던 아침을 되찾아준 아침 습관의 기적을 가장 소중한 사람들, 아들과 딸에게 물려주기까지의 과정과 그때 활용한 방법들이 고스란히 담겨 있다.",0
20217144,"BBC프롬스: 거슈윈 영화 음악 콘서트","BBC Proms: The John Wilson Orchestra Performs Gers",20210401,7.1,0,118,,공연,독일,전체관람가,http://imgnews.naver.net/image/5560/2021/04/01/0000030940_001_20210401120427256.jpg,"정보가 없습니다.",0
20217152,패트리어트,"Patriot: A Nation at War",20210408,8.8,0,98,,액션,미국,15세이상관람가,http://imgnews.naver.net/image/047/2017/01/09/IE002082669_STD_99_20170109095304.jpg,"이토 케이카쿠의 소설 『메탈기어 솔리드 건즈 오브 더 패트리어트』. 코드 네임 '솔리드 스네이크'. 악마의 핵병기 '메탈기어'를 몇 번이나 파괴하고 세계를 파멸에서 구한 남자의 육체는 급속한 노화에 침식당했다. 나노머신과 네트워크로 관리 및 제어되고, 이윤을 추구하는 경제 행위로 변화한 전쟁. 중동, 남미, 동유럽-노쇠한 몸을 이끌고, 스네이크는 낯선 전장으로 향한다. 전 세계적인 전쟁 상황의 실현이라는 악몽에 사로잡힌 숙명의 형제, 리퀴드 스네이크를 말살하기 위해서, 그리고 자신의 저주받은 피를 끊기 위해서!",0
20217154,"오늘부터 우리는!!","From Today, It's My Turn!!: The Movie",20220415,6.5,0,114,,"코미디,액션",일본,15세이상관람가,http://imgnews.naver.net/image/5712/2022/04/27/0000132337_001_20220427112403317.jpg,"〈오늘부터 우리는!!〉, 〈건방진 천사〉 니시모리 히로유키 작품! 〈히이라기 님은 자신을 찾고 있다.〉 완결권과 동시 발매!!  니시모리 히로유키 작가의 최고 인기작 〈오늘부터 우리는〉의 신작 단편이 발매된다. 드라마, 영화화된 화제의 작품으로, 추억 속의 주인공들이 현대로 타임슬립하여 활약하는 이야기다. 가정 폭력에 시달리는 여주인공을 기발한 방법으로 도와주며 악당을 해치우는 모습은 기존 독자들의 추억을 불러 일 으킬 것이다. 이제는 나이 먹은 주인공 친구들의 현재 모습도 웃음을 자아낸 다. 니시모리 히로유키 작가의 팬이라면 반드시 읽어야 할 작품.",0
20217166,"초대받은 배달부 무삭제판",,20210318,9.4,0,102,"선셋 시네마",기타,한국,청소년관람불가,http://imgnews.naver.net/image/5078/2023/03/15/0000129759_001_20230315173601163.jpg,"정보가 없습니다.",0
20217167,동백,Dongbaek,20211021,6.5,0,108,(주)해오름이앤티,"드라마,가족,전쟁",한국,12세이상관람가,http://shop1.phinf.naver.net/20221125_2/1669360132120NBkLX_PNG/3718771138_GEAk9dBr_4ba4039140ef0a90b334a5e8df1ede309d26008d.png,"미디어학자 알렉산더 갤러웨이의 『계산할 수 없는』은 컴퓨터를 비롯한 디지털 기술의 역사에서 주목 받지 않는 짧은 에피소드들 담고 있다. 짧은 에피소드들을 모아, 지금 우리 세상을 움직이는 것으로 간주되는 이 기술이 구축되는 과정, 그리고 기술의 진보를 통한 성취가 아닌 시행착오와 실패의 과정을 통해 디지털 기술을 비판적으로 이해할 수 있는 성찰을 독자들에게 제공해준다.",0
